처리상황단계내용,적용분야내용,개인정보유형내용,코드제목,주제내용,문제상황내용,질문,해결방법내용,결론내용,유사사례내용,faq식별자,최종수정년월일시,조회수,임시
수집·이용,교육 분야,일반정보,초등학생 학원 등록 시 학부모 정보 수집은 정당하다?,학원에서 수강생 학부모의 개인정보 수집 및 이용,"초등학생을 대상으로 하는 00보습학원은 수강신청서에 학생의 성명, 연락처, 주소 등의 개인정보와 함께 연락 가능한 학부모의 성명과 휴대폰번호도 함께 기입하도록 하고 있습니다. 그런데 00학원에 등록하려는 학생들 중 일부 학생이 부모님의 정보가 왜 필요한지 반문하며 학부모의 성명과 휴대폰번호 기입을 거부하였습니다.",보습학원 등록 시 학부모의 정보를 수집하는 것이 개인정보 보호법상 가능한지요?,"개인정보보호법 제15조에 따라 개인정보처리자(보습학원)는 계약체결 및 이행을 위하여 불가피하게 필요한 개인정보를 정보주체의 동의 없이 수집하여 목적범위 내에서 이용할 수 있습니다. 따라서 개인정보처리자인 학원은 학생의 동의 없이 강의진행 등과 관련하여 필요한 기본적인 개인정보를 수집·이용할 수 있습니다. 즉, 해당 학생의 교육지도와 관련한 학부모의 이름이나 연락처 정보는 별도 동의 없이 수집할 수 있으나, 그 와 관련 없는 직업, 소득 등은 본인이 동의하는 경우에만 수집하여야 합니다특히, 학부모의 동의 없이 수집한 개인정보를 학습지도가 아닌 학원의 홍보 및 마케팅 용도로 이용하고자 할 경우에는 사용목적을 별도로 명시한 후 학부모로부터 별도의 동의를 받아야 합니다. 또한 학부모가 학습지도와 관련 없는 정보제공에 동의하지 않거나 홍보 및 마케팅 목적으로 한 개인정보의 수집·이용에 반대하는 경우, 학원은 이를 이유로 수강신청을 거부하는 등 교습 등에 불이익을 줄 수 없습니다.",초등학생의 학원 등록 시 학부모의 이름과 휴대폰번호는 해당학생의 교육지도를 위하여 필요하므로 학부모의 동의 없이 연락처를 수집·이용할 수 있습니다.,"FAQ_0000000000000808,FAQ_0000000000000817",FAQ_0000000000000755,2013-10-11 19:56:17,3049,수집·이용
안전성확보조치,금융 분야,고유식별정보,신용정보회사는 채무자의 주민등록초본을 전산망에 보관 가능하다?,적법하게 수집한 주민등록초본을 스캔하여 내부 전산망에 보관 가능 여부,"우리 회사는 채권추심을 수행하는 신용정보회사로 적법한 절차에 따라 채무자의 주민등록초본을 발급받아 이용하고 있습니다. 현재 채무자의 주민등록초본을 발급받아 문서로 보관하여 이용하고 있으나, 담당자의 인사이동 등에 따라 분실되는 경우가 종종 발생하여 재발급에 따른 비용이 발생하는 등 관리에 어려움이 많습니다. 그래서 채무자의 주민등록초본을 스캔하여 회사 내부 전산망에 보관하여 관리하려고 합니다.",수집한 주민등록초본을 스캔하여 내부 전산망에 보관하는 것이 개인정보보호법에 저촉되는지요?,"적법한 절차에 따라 채무자의 주민등록초본을 수집하고 전산망에 보관하여 이용하기 위해서는 개인정보보호법 제29조에 따른 접근 권한 제한, 암호화 기술의 적용, 접속기록 보관 등 안전조치를 준수하여야 합니다.",적법한 절차에 따라 수집한 개인정보는 개인정보보호에 따른 안전조치를 준수하여 스캔 및 전산시스템을 통해 보관할 수 있습니다.,FAQ_0000000000000747,FAQ_0000000000000794,2013-10-11 20:54:25,3180,안전성확보조치
수집·이용,인사업무 분야,일반정보,복리후생을 위한 임직원 가족정보는 동의 없이 수집이 가능하다?,복리후생을 위해 임직원의 가족정보 수집 시 동의 여부,"우리 회사는 임직원의 복리후생을 위해 야근 교통비, 동호회운영비, 자격증 수당, 자녀 학비, 가족수당 등을 지급하고 있습니다. 이에 따라서 회사에서는 임직원에게  자녀의 학비와 가족수당 지급 등을 위하여 가족의 개인정보를 수집하고자 합니다. 그런데 임직원이 가족을 대표하여 동의를 할 수 있다는 의견과 가족 개개인으로부터 동의를 받아야 한다는 의견이 제기되고 있습니다.",임직원 복리후생을 위해 가족의 개인정보를 수집하는 경우 반드시 가족구성원의 동의를 받아야 하는지요?,"근로복지기본법 제5조에 따라 회사는 자녀 학비 지원, 직계존속 건강진단, 주택지원 등 근로자에 대한 복지를 제공해야 하므로, 이를 위하여 가족의 개인정보를 수집·이용하는 것은 개인정보보호법 제15조제1항제2호에 따른 법령상 의무 수행을 위한 경우에 해당됩니다. 그러나 주민등록번호 등 고유식별정보는 법령에서 구체적으로 요구 및 허용하는 경우가 아니라면 정보주체의 별도 동의를 받아야 합니다. 다만, 가족관계 및 연령확인 등을 위한 증명서 제출 시 가족의 주민등록번호 뒷자리를 가린 후 관련 서류를 발급받도록 한다면 고유식별정보 수집에 대한 별도의 동의를 받을 필요가 없습니다.","회사는 임직원 및 임직원의 가족에 대한 복리후생 제공을 위하여 가족의 개인정보(단, 주민등록번호 등 고유식별정보와 건강정보 등 민감정보는 동의 필요)를 수집·이용할 수 있으며, 가족구성원의 동의는 필요하지 않습니다.","FAQ_0000000000000734,FAQ_0000000000000744,FAQ_0000000000000795,FAQ_0000000000000796",FAQ_0000000000000772,2013-10-11 20:48:33,6190,수집·이용
"열람, 정정, 삭제",의료 분야,민감정보,병원 진료기록 삭제 요청하면 즉시 삭제 가능하다?,병원의 개인정보 삭제 요청 가능 여부,"병원에 방문해서 진료를 받으려고 하니 주민등록번호, 성명, 주소 등을 물어봐서 알려주었습니다. 진료과정이나 서비스가 마음에 들지 않아 앞으로는 이 병원에 방문하지 않으려고 합니다. 그래서 병원에 주민등록번호와 개인정보를 삭제해달라고 요청하였는데, 병원은 보유하고 있는 개인정보를 삭제할 수 없으며, 10년간 보관해야 한다고 합니다.",개인정보보호법에 따라 환자가 개인정보 삭제요청을 한 경우 병원에서 삭제하지 않고 10년 동안 보관하는 것이 타당한가요?,"개인정보보호법에 따라 정보주체는 자신의 개인정보에 대해서 삭제를 요청할 수 있습니다. 그러나 다른 법령에서 그 개인정보가 수집 대상으로 명시되어 있고 일정기간 보존하도록 규정하고 있는 경우, 개인정보처리자(병원)는 정보주체의 삭제요청이 있더라도, 법에서 정한 보유기간 동안 개인정보를 파기하지 않고 보존하여야 합니다. 병원은 의료법에 따라서 환자의 성명, 주소, 주민등록번호 등이 기재된 진료기록부를 작성해야 하고, 작성된 진료기록부를 의료법에 따라 최소한 10년간 보존해야 합니다. 다만, 의료기관이 10년 이상 보관하고 있는 진료기록에 대하여 환자가 자신의 개인정보 삭제를 요청하는 경우에는 의료법에서 따른 보존기간이 경과하였으므로, 삭제 등의 필요한 조치를 하여야 합니다.","병원을 더 이상 이용할 계획이 없는 환자가 병원에 자신의 개인정보를 삭제해달라고 요청하는 경우에도 병원은 의료법에 따라 진료기록을 10년간 보존해야 합니다따라서, 10년간은 진료기록부에 기재된 개인정보를 환자의 요청에 따라 삭제할 수 없습니다.","FAQ_0000000000000713,FAQ_0000000000000769,FAQ_0000000000000771",FAQ_0000000000000782,2013-10-14 17:49:06,4188,"열람, 정정, 삭제"
수집·이용,주택관리 분야,고유식별정보,아파트 차량 등록하는데 주민등록등본이 필요하다?,아파트 관리사무소에서 입주민 개인정보 수집,"새로 이사한 아파트는 관리사무소에서 입주민의 차량을 등록한 후 주차스티커를 발부하고 있으며, 입주민외의 주차를 금지하고 있습니다. 그런데 아파트 관리사무소에서 차량등록을 하려는 입주민에게 주민등록등본과 차량등록증(사본)을 제출하라고 합니다. 주민등록등본에는 가족들의 개인정보가 기재되어 있고, 차량등록증에는 차주의 정보가 기재되어 있어서 함부로 제출하기가 꺼려집니다. 게다가 전체 5000세대가 넘는 대단위 아파트단지여서 대규모 개인정보 유출위험이 우려됩니다.",차량등록을 위하여 입주민의 주민등록등본과 차량등록증을 제출하도록 하는 것이 개인정보보호법상 문제가 없는지요?,"아파트 관리사무소가 주차된 차량이 입주민의 차량인지 여부를 식별하고 필요한 연락 등을 취하기 위하여 차량 등록시 해당 입주민의 차량번호, 동?호수, 성명, 전화번호 등을 수집하는 것은 관리사무소와 입주자 간의 계약이행을 위하여 불가피한 경우에 해당되므로 개인정보 보호법 제15조제1항제4호에 따라 입주민의 명시적 동의를 받지 않아도 개인정보를 수집하여 이용할 수 있다고 볼 수 는 있으나, 단순한 차량등록을 위해 입주민 또는 가족 전체의 주민등록번호가 기재된 주민등록등본과 차량등록증을 수집하여 관리하는 것은 업무 목적에 필요한 범위를 벗어난 과도한 개인정보 수집으로 볼 수 있습니다.따라서, 아파트 관리사무소는 부득이한 사정이 없는 한 주민등록번호가 기재된 주민등록등본이나 차량등록증을 수집하여 보관하여서는 아니될 것입니다.","아파트 관리사무소는 목적에 필요한 최소한의 개인정보를 수집하여야 하므로, 주민등록번호가 기재된 주민등록등본과 차량등록증을 입주민에게 제출받아 보관하여서는 아니될 것입니다",FAQ_0000000000000745,FAQ_0000000000000758,2013-10-16 17:11:26,3611,수집·이용
수집·이용,의료 분야,고유식별정보,인터넷 진료예약 시 주민등록번호가 필요하다?,인터넷 진료예약 시 주민등록번호 요구,"00대학병원에서 인터넷 홈페이지에 진료예약 게시판을 운영하고 있는데, 환자는 예약게시판을 통해 희망진료일, 희망교수를 선택하고, 증상을 직접 입력할 수 있습니다. 병원의 전화예약센터 담당직원은 관리자모드로 홈페이지에 로그인하여 인터넷 예약을 처리하고 있습니다.  그러나 개인정보보호 관련 법률에 따라 홈페이지 회원가입 시 주민등록번호를 수집할 수 없게 되어 환자의 주민등록번호를 확인할 수가 없게 되었다고 합니다. 그 결과 예약게시판에 예약게시물이 게재되면 전화예약센터에서 환자에게 개별적으로 전화를 하고 주민등록번호를 문의하여 일일이 진료예약을 처리하고 있어 업무가 가중되었습니다.","병원 홈페이지 회원가입 시에 주민등록번호는 진료목적으로만 이용되고 저장되지 않으며, 진료예약업무담당자가 관리자모드로 로그인하는 경우에만 환자의 주민등록번호를 확인할 수 있다고 안내하는 경우에는 개인정보보호법에 저촉되지 않나요?","병원이 환자의 대기시간 단축 등 원활한 진료를 목적으로 인터넷을 통하여 진료예약을 받는 경우에 해당 환자의 성명, 전화번호, 생년월일 등의 정보를 수집하는 것은 해당 환자와의 계약의 체결 및 이행을 위하여 필요한 범위 내 개인정보 수집으로 볼 수 있으나, 주민등록번호의 경우에는 해당 환자의 생년월일이나 전화번호 등을 통해 충분히 본인 식별이 가능하기 때문에 진료예약을 위해 반드시 수집하여야 하는 개인정보로 보기 어렵습니다.따라서, 환자가 인터넷 홈페이지를 통해 진료예약을 하는 경우에는 해당 환자의 성명, 전화번호, 생년월일 등 최소한의 정보를 수집하고, 진료를 받기 위해 환자가 내원하는 경우에 주민등록번호 등 진료기록부 작성에 필요한 개인정보를 수집하는 형태로 병원의 내부업무 절차를 개선하여야 할 것입니다.","병원은 목적에 필요한 최소한의 개인정보를 수집하여야 하므로, 홈페이지를 통한 회원가입이나 진료예약 시에는 환자의 주민등록번호를 수집하여서는 아니 될 것입니다.",FAQ_0000000000000746,FAQ_0000000000000762,2013-10-16 17:12:39,4014,수집·이용
수집·이용,의료 분야,민감정보,개인정보 활용 동의서에 서명을 해야 진료 받을 수 있다?,진료를 목적으로 개인정보 수집 시 동의 여부,"심한 일교차로 감기증상이 있어 집 근처 병원을 방문하였습니다. 진료 접수를 하려고 하는데 병원에서는 개인정보 활용 동의서에 서명을 해야만 진료를 받을 수 있다고 합니다. 환자의 동의가 없으면 환자의 이름, 주민등록번호 등 개인정보를 수집할 수 없고, 건강보험심사평가원에도 필요한 정보를 제공 할 수 없어 진료비 청구를 하지 못한다고 합니다. 또한 환자의 동의를 받지 않고 병원에서 환자의 개인정보를 수집하는 경우에는 처벌을 받는다고 합니다.",병원에서 진료를 받기 위해 반드시 개인정보 활용 동의서에 서명해야 하나요?,"원칙적으로 개인정보를 수집·이용하기 위해서는 정보주체의 동의를 받아야 하나, 법률의 특별한 규정이 있거나 법령상 의무를 준수하기 위해 불가피한 경우에는 동의 없이 개인정보를 수집 및 이용할 수 있습니다. 의료법에 전화번호의 수집에 대해서는 명문의 규정이 없지만 환자의 진료예약시간 변경, 병원 휴진안내, 처방전 오류 등 진료와 관련하여 비상시 연락을 위해 환자의 전화번호가 필요하므로, 동의 없이 환자의 전화번호를 수집·이용할 수 있습니다. 다만, 환자의 동의 없이 수집한 개인정보는 반드시 환자의 진료와 관련하여 진료목적으로만 이용하여야 하며, 진료목적 범위를 벗어난 병원소식, 예방접종, 건강검진 안내 등 병원의 홍보목적으로 환자의 개인정보를 이용하기 위해서는 환자로부터 별도의 동의를 받아야 합니다.","의료법에서 진료기록부 작성, 처방전 작성 및 교부, 의료행위 등을 규정하고 있으므로 진료목적에 필요한 성명, 주민등록번호, 주소 등의 개인정보는 환자의 동의가 없어도 수집·이용할 수 있습니다.","FAQ_0000000000000735,FAQ_0000000000000740,FAQ_0000000000000746,FAQ_0000000000000760,FAQ_0000000000000762",FAQ_0000000000000765,2013-10-11 20:44:46,4918,수집·이용
CCTV,의료 분야,영상정보,입원실이나 요양원에 CCTV 설치는 정당하다?,병원 또는 요양원의 입원실에 CCTV 설치 가능 여부,병원이나 요양원에서는 환자의 안전관리 등의 목적으로 병원 입원실 또는 요양원 입소자의 침실에 CCTV를 설치하여 운영하고 있습니다.  병원의 입원실이나 요양원 입소자의 침실은 환자의 생활공간에 해당되는 곳으로 CCTV 설치로 인해 개인의 사생활이 침해될 소지가 높다고 생각합니다.,입원실이나 요양원 등에 CCTV를 설치하는 것이 가능한지요? 그리고 CCTV가 설치된 각 장소마다 CCTV 설치 안내판을 부착해야 하는지요?,"병원의 입원실 또는 요양원 입소자의 생활공간인 침실 등은 비공개 장소에 해당하므로 CCTV를 설치·운영하기 위해서는 개인정보 보호법 제15조에 따라 환자 또는 요양원 입소자의 동의를 받아야 합니다. 개별적인 동의를 받았기 때문에 CCTV 안내판을 설치할 법적 의무는 없으나, 정보주체의 알권리 및 사생활 보호 차원에서 이러한 경우에도 해당 장소가 CCTV 설치지역임을 표시하는 안내판을 설치하는 것이 바람직합니다. 그러나 이 경우에도 개인정보보호법 제25조제2항에 따라 화장실, 목욕실, 발한실 등 사생활 침해 우려가 큰 장소에는 CCTV를 설치할 수 없으므로, 병원 입원실 또는 요양원 침실에서 신체의 주요부위가 노출되는 등 사생활 침해우려가 크다면 CCTV를 설치해서는 안 됩니다.","병원의 입원실 또는 요양원 입소자의 생활공간인 침실 등은 비공개 장소에 해당하므로 CCTV를 설치·운영하기 위해서는 환자 또는 요양원 입소자의 동의를 받아야 합니다.그러나, 이 경우에도 신체의 주요부위가 노출되는 등 사생활 침해우려가 크다면 CCTV를 설치해서는 안 됩니다.","FAQ_0000000000000735,FAQ_0000000000000761",FAQ_0000000000000736,2013-10-07 11:39:05,2993,CCTV
수집·이용,공통분야,고유식별정보,홈페이지 탈퇴하려면 주민등록등본이 필요하다?,웹사이트 회원 탈퇴 시 주민등록등본 요구,"몇 개월 전 전자제품에 대해 알아보다가 00전자 회사의 홈페이지에 회원가입을 했었습니다. 최근에 홈페이지 이용이 불필요한 듯 하여 회원탈퇴를 신청하였는데, 회사에서 본인확인을 위해 주민등록등본을 제출하라고 합니다.",홈페이지 회원 탈퇴 시 주민등록등본을 요구해도 되는 건지요?,"개인정보 보호법 제36조, 표준 개인정보 보호지침 제33조에 따라 정보주체는 언제든지 자신의 개인정보 삭제를 요구할 수 있고, 개인정보처리자(사업자)는 이에 대해 지체 없이 필요한 조치를 한 후 그 결과를 정보주체에게 알려야 합니다. 또한, 개인정보처리자는 회원 가입과 동일하거나 보다 쉬운 방법으로 정보주체가 권리를 행사할 수 있도록 간편한 방법을 제공해야 하고, 회원 가입 시에 요구하지 않았던 증빙서류 등을 추가로 요구할 수 없습니다. 다만, 서비스에 따라서는 회원 탈퇴 시에도 본인 여부 확인이 반드시 필요한 경우가 있을 수 있습니다. 이러한 경우에는 주민번호 대체가입수단(아이핀 등)이나 정부의 주민등록 진위확인서비스(전화 국번 없이 1382, 인터넷 minwon.go.kr) 등과 같이 비교적 간편하게 본인여부를 인증할 수 있는 수단을 이용하는 것이 바람직합니다.",주민등록등본 등은 본인 외에 가족의 개인정보도 기재되어 있어 추가적인 개인정보침해가 발생할 수 있습니다. 따라서 회원가입시 주민등록등본 등을 요구하지 않았다면 회원탈퇴시 주민등록등본 등을 추가로 요구하는 것은 개인정보보호법 위반이 될 수 있습니다,,FAQ_0000000000000711,2013-10-01 17:17:05,2529,수집·이용
제공,공통분야,일반정보,휴대전화번호만 제공하는 것은 적법이다?,휴대전화번호 개인정보에 해당 여부,"우리 회사는 고객의 성명, 생년월일, 주소, 휴대전화번호, 이메일 주소 등을 동의를 받고 수집하여 이용하고 있습니다. 수집한 고객정보를 제3자에게 제공해야 할 경우, 고객의 동의를 받아야 하기 때문에 저희는 고객성명은 제외하고 휴대전화번호만 제공하고 있습니다.",다른 개인정보와 결합하지 않은 휴대전화번호만도 개인정보보호법에 따라 보호되는 개인정보에 해당하는지요?,개인정보보호법에 따라 보호되는 개인정보는 개인을 알아볼 수 있는 정보뿐만 아니라 해당 정보만으로는 특정 개인을 알아볼 수 없더라도 다른 정보와 쉽게 결합해서 알아볼 수 있는 정보까지를 의미합니다.,휴대전화번호는 다른 정보와 쉽게 결합하여 개인을 알아볼 수 있고 정보주체와 직접 연락이 가능한 contact point로 홍보·마케팅에 활용될 수 있으므로 개인정보에 해당합니다.,FAQ_0000000000000784,FAQ_0000000000000770,2013-10-07 10:59:06,6236,제공
제공,주택관리 분야,일반정보,입주민의 개인정보가 포함된 합의서를 공개한다?,개인정보가 포함된 전임 입주자대표회의 합의서를 입주민에게 공개 가능 여부,"아파트 전임 입주자대표회의는 2004년 11월 주민동의서를 받아 ○○건설사와 고속도로 교통소음과 관련한 피해보상에 대하여 상호 합의하고 추가 민원을 제기하지 않기로 합의하였습니다. 2011년 고속도로 확장 후 소음이 증가하면서 민원이 제기되자, 이에 대응하기 위하여 현 입주자대표회의는 전임 입주자대표회의가 합의한 합의서를 현재 입주민에게 공개하려고 합니다. 2004년 합의서에는 전임 입주자대표회의 구성원의 직책, 동·호수, 성명, 서명 및 당시 합의서에 동의한 입주자의 동·호수, 성명, 서명이 포함되어 있습니다.",입주민의 개인정보가 포함되어 있는 합의서를 공개하는 경우 개인정보보호법 위반에 해당하나요?,"개인정보처리자(현 입주자대표회의)는 정보주체로부터 별도의 동의를 받거나, 다른 법률에 특별한 규정이 있는 경우 등 개인정보보호법 제18조제2항 각호에 따라 개인정보를 제3자에게 제공할 수 있습니다. 입주자의 개인정보가 포함된 2004년 합의서를 현 입주민에게 공개하는 것은 개인정보의 제3자 제공에 해당됩니다. 따라서 주택법 등 관련 법령에서 합의서를 공개가능한 정보로 규정하고 있지 않은 한, 입주자대표회의는 2004년 합의서를 공개하기 위해서는 합의서에 기재된 입주민의 동의가 있어야 합니다.",입주자의 개인정보가 포함된 2004년 합의서를 현 입주민에게 공개하기 위해서는 합의서에 기재된 입주민의 동의가 있어야 합니다.,"FAQ_0000000000000745,FAQ_0000000000000763",FAQ_0000000000000789,2013-10-07 10:40:31,2172,제공
안전성확보조치,시스템 분야,고유식별정보,DB 접속기록도 암호화?,DB 접속기록에 포함된 고유식별정보 암호화,우리 회사는 개인정보 등이 보관된 DB에 대한 접근을 통제·관리할 수 있도록 DB 접속 기록과 접속 결과를 보관하는 시스템을 도입하고자 합니다.그런데 시스템이 보관하는 접속 기록 및 접속 결과에는 임직원의 주민등록번호 등 고유식별정보가 포함되어있습니다.,DB 접속기록에 포함되어 있는 고유식별정보를 암호화해야 하나요?,"개인정보보호법에 따라 고유식별정보(주민등록번호, 운전면허번호, 여권번호, 외국인등록번호)와 바이오정보 및 비밀번호는 안전한 알고리즘으로 암호화하여야 합니다.안전성확보조치를 하는 과정에서 DB 접속 기록 및 접속 결과에 암호화 대상정보(고유식별 정보, 바이오정보, 비밀번호)가 포함되어 있다면 이 또한 암호화 기술의 적용 등 개인정보보호법에 따른 안전성확보에 필요한 조치를 하여야 합니다.","안전성확보조치를 하는 과정에서 DB 접속 기록 및 접속 결과에 암호화 대상정보(고유식별 정보, 바이오정보, 비밀번호)가 포함되어 있다면 암호화 기술의 적용 등 개인정보보호법에 따른 안전성확보에 필요한 조치를 하여야 합니다.","FAQ_0000000000000747,FAQ_0000000000000775,FAQ_0000000000000803",FAQ_0000000000000767,2013-10-11 20:47:17,4182,안전성확보조치
제공,공공기관,일반정보,지자체에서 지방의회 요구시 자료제출 가능?,A지자체의 지방의회 자료제출 가능 여부,A지자체는 지방의회로 부터 행정사무 감사를 받는 중입니다. 지방의원이 A지자체 계약직·별정직 공무원 등의 채용과 관련한 전체 응시자 이력서 및 심사위원 명단 등 개인정보가 포함된 자료 제출을 요구 합니다.,"요구 자료에 성명, 주민번호, 주소가 포함되어 있는데 제출해도 되는지, 만약 된다면 어느 범위까지 자료제출을 해야 되는지요?","지방자치법 제41조는 행정사무 감사 또는 조사와 관련한 지방의회의 서류제출 요구 권한과 그 요구를 받은 자의 제출 의무를 규정하고 있으나, 해당 서류제출과 관련한 민감 정보 및 고유식별 정보의 처리 근거를 규정하고 있지 않은 바, 지방의회가 ‘지방자치법’에서 정하는 정당한 권한과 절차에 따라 A지자체에 행정사무 감사 또는 조사에 필요한 자료의 제출을 요구하는 경우 A지자체는 제출 요구받은 자료 중 민감 정보 및 주민번호 등 고유식별 정보를 제외하고 제출할 수 있습니다.다만, 지방의회의 감사 또는 조사는 개인의 사생활을 침해하거나 계속 중인 재판이나 수사 중인 사건의 소추에 관여할 목적으로 행사될 수 없으며, 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있는 경우에는 개인정보를 목적 외의 용도로 제3자에게 제공할 수 없으므로 A지자체가 지방의회에 제출하는 서류 중 개인의 사생활을 침해할 우려가 있는 정보나 정보주체 또는 제3자의 이익을 부당하게 침해할 우려가 있는 정보(민감 정보 및 주민번호 등 고유식별정보)가 포함되어 있다면 이를 삭제하고 제출하여야 할 것입니다.","지방의회의 감사목적에 따라 개인정보(고유식별정보 및 민감정보 제외)가 포함된 자료의 제출이 가능하나, 사생활 침해 우려 등이 없는 필요 최소한의 범위 내에서 제출 하여야 합니다",FAQ_0000000000000731,FAQ_0000000000000800,2013-10-11 19:17:19,4379,제공
